Conference;Year;Author1;Author2;Author3;Author4;Author5;Author6;Author7;Author8;Author9;Author10;Author11;Author12;Author13;Author14;Author15;Title;specifier1;qualifier1;field1;Type1;Proprietary1;Specifier2;Qualifier2;Field2;Type2;Proprietary2;Specifier3;Qualifier3;Field3;Type3;Proprietary3;Specifier4;Qualifier4;Field4;Type4;Proprietary4;Specifier5;Qualifier5;Field5;Type5;Proprietary5;Specifier6;Qualifier6;Field6;Type6;Proprietary6;Specifier7;Qualifier7;Field7;Type7;Proprietary7;ArtifactEvaluation;ArtifactwasAvailable;Artifactisavailable;
RTSS;2020;Taeju Park;Jiarui Lyu;Kang G. Shin;;;;;;;;;;;;;Optimal Priority Assignment for Multiple CAN/CAN-FD Buses with a Central Gateway;rwabff;named;automotive;specification;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Zimeng Zhou;Zelin Yun;Chenchen Fu;Chun Jason Xue;Song Han;;;;;;;;;;;Maintaining Real-Time Data Freshness in Wireless Powered Communications Networks;;custom;wireless networking;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Debayan Roy;Sumana Ghosh;Qi Zhu;Marco Caccamo;Samarjit Chakraborty;;;;;;;;;;;GoodSpread: Criticality-Aware Static Scheduling of CPS with Multi-QoS Resources;;custom;controller;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Wonseok Jang;Hansaem Jeong;Kyungtae Kang;Nikil Dutt;Jong-Chan Kim;;;;;;;;;;;R-TOD: Real-Time Object Detector with Minimized End-to-End Delay for Autonomous Driving;;custom;object detection;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Lin Zhang;Xin Chen;Fanxin Kong;Alvaro A. Cardenas;;;;;;;;;;;;Real-Time Attack-Recovery for Cyber-Physical Systems Using Linear Approximations;;custom;controller;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Salah Hessien;Mohamed Hassan;;;;;;;;;;;;;;The Best of All Worlds: Improving Predictability at the Performance of Conventional Coherence with No Protocol Modifications;splash3;named;;benchmark;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Yue Tang;Zhiwei Feng;Nan Guan;Xu Jiang;Mingsong Lv;Qingxu Deng;Wang Yi;;;;;;;;;Response Time Analysis and Priority Assignment of Processing Chains on ROS2 Executors;;custom;;ros2 chain generator;;;custom;ros2;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Miriam Garcia Soto;Pavithra Prabhakar;;;;;;;;;;;;;;Hybridization for Stability Verification of Nonlinear Switched Systems;;custom;controller;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Linwei Niu;Danda B. Rawat;;;;;;;;;;;;;;Energy-Constrained Standby-Sparing for Weakly Hard Real-Time Systems;;custom;;taskset generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Vishal Deep;Vishak Narayanan;Mathew Wymore;Daji Qiao;Henry Duwe;;;;;;;;;;;HARC: A Heterogeneous Array of Redundant Persistent Clocks for Batteryless, Intermittently-Powered Systems;;custom;batteryless embedded device;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Matheus Schuh;Claire Maiza;Joel Goossens;Pascal Raymond;Benoit Dupont de Dinechin;;;;;;;;;;;A study of predictable execution models implementation for industrial data-flow applications on a multi-core platform with shared banked memory;;custom;;microbenchmark;;rosace;named;uav;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Ciro Donnarumma;Alessandro Biondi;Francesco De Rosa;Stefano Di Carlo;;;;;;;;;;;;Integrating Online Safety-related Memory Tests in Multicore Real-Time Systems;randfixsum;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Pontus Ekberg;;;;;;;;;;;;;;;Rate-Monotonic Schedulability of Implicit-Deadline Tasks is NP-hard Beyond Liu and Layland’s Bound;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Shingzhong Liu;Shuochao Yao;Xinzhe Fu;Rohan Tabish;Simon Yu;Ayoosh Bansal;;;;;;;;;;On Removing Algrothmic Priority Inversion from Mission-critical Machine Inference Pipelines;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Yecheng Zhao;Runzhi Zhou;Haibo Zeng;;;;;;;;;;;;;An Optimization Framework for Real-Time Systems with Sustainable Schedulability Analysis;uunifast;named;;taskset generator;no;eth zurich flight management;named;avionic;case study;unclear;(mancuso);referenced;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2020;Parul Sohal;Rohan Tabish;Ulrich Drepper;Renato Mancuso;;;;;;;;;;;;E-WarP: A System-wide Framework for Memory Bandwidth Profiling and Management;ustress;named;;microbenchmark;;sdvbs;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Serban Vadineanu;Mitra Nasri;;;;;;;;;;;;;;Robust and Accurate Period Inference using Regression-Based Techniques;rwabff;named;automotive;specification;no;randfixsum;named;;taskset generator;no;hksecurity;referenced;can;case study;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Jonas Peeck;Mischa Mostl;Tasuki Ishigooka;Rolf Ernst;;;;;;;;;;;;A middleware protocol for time-critical wireless communication of large data samples;bosch valet parking;referenced;autonomous vehicle;case study;unclear;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2021;Federico Reghenzani;Ashikahmed Bhuiyan;William Fornaciari;Zhishan Guo;;;;;;;;;;;;A Multi-Level DPM Approach for Real-Time DAG Tasks in Heterogeneous Processors;;custom;;dag generator;;malardalen;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Gero Schwaricke;Rohan Tabish;Rodolfo Pellizzoni;Renato Mancuso;Andrea Bastoni;Alexander Zuepke;Marco Caccamo;;;;;;;;;A Real-Time virtio-based Framework for Perdictable Inter-VM Communication;ustress;named;;benchmark;no;;custom;;microbenchmark;;;custom;;dma traffic generator;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Tobias Blass;Daniel Casini;Sergey Bozhko;Bjorn Brandenburg;;;;;;;;;;;;A Ros2 Response-Time Analysis Exploiting Starvation Freedom and Execution-Time Variance;;custom;;microbenchmark;;marathon 2;named;ros2;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2021;Hyoseung Kim;Dionisio de Niz;Bjorn Andersson;Mark Klein;John Lehoczky;;;;;;;;;;;Addressing Multi-Core Timing Interference using Co-Runner Locking;(andersson);referenced;;taskset generator;no;;custom;misc;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Yecheng Xiang;Yidi Wang;Hyunjong Choi;Mohsen Karimi;Hyoseung Kim;;;;;;;;;;;AegisDNN: Dependable and Timely Execution of DNN Tasks with SGX;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Sergey Voronov;Stephen Tang;Tanya Amert;James H. Anderson;;;;;;;;;;;;AI Meets Real-Time: Addressing Real-World Complexities in Graph Respons-Time Analysis*;erdos-renyi;named;;dag generator;no;dirichlet-rescale;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Mohsen Shekarisaz;Lothar Thiele;Mehdi Kargahi;;;;;;;;;;;;;Automatic Energy-Hotspot Detection and Elimination in Real-Time Deeply Embedded Systems;mibench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Yidi Wang;Mohsen Karimi;Yecheng Xiang;Hyoseung Kim;;;;;;;;;;;;Balancing Energy Efficiency and Real-Time Performance in GPU Scheduling;cuda samples;named;gpu;benchmark;no;rodinia;named;;benchmark;no;;custom;;microbenchmark;;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Jinghao Sun;Nan Guan;Zhishan Guo;Yekai Xie;Jing He;Guozhen Tan;;;;;;;;;;Calculating Worst-Case Response Time Bounds for OpenMP Programs with Loop Structures;prufer tree;extended;openmp;taskset generator;no;bots;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Ipsita Koley;Sunandan Adhikary;Soumyajit Dey;;;;;;;;;;;;;Catch Me If You Learn: Real-Time Attack Detection and Mitigation in Learning Enabled CPS;;custom;controller;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Nitin Shivaraman;Patrick Schuster;Saravanan Pamanathan;Arvind Easwaran;Sebastian Steinhorst;;;;;;;;;;;Cluster-based Network Time Sychronization for Resilience with Energy Efficiency;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2021;Peng Wu;Chenchen Fu;Tianyu Wang;Minming Li;Yingchao Zhao;Chun Jason Xue;Song Han;;;;;;;;;Composite Resource Scheduling for Networked Control Systems;uunisort;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Baoshen Guo;Shuai Wang;Yi Ding;Guang Wang;Suining He;Desheng Zhang;Tian He;;;;;;;;;Concurrent Order Dispatch for Instant Delivery with Time-Constrained Actor-Critic Reinforcement Learning;shanghai courier service;;;dataset;yes;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Youngeun Cho;Dongmin Shin;Joeseung Park;Chang-Gun Lee;;;;;;;;;;;;Conditionally Optimal Parallelization of Real-Time DAG Tasks for Global EDF;uunifast;extended;;taskset generator;no;autoware;named;automotive;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2021;Seyedmehdi Hosseinimotlagh;Daniel Enright;Christian R. Shelton;Hyoseung Kim;;;;;;;;;;;;Data-Driven Structured Thermal Modeling for COTS Multi-Core Processors;;custom;;microbenchmark;;;custom;flight management;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Georg von der Bruggen;Nico Piatkowski;Kuan-Hsun Chen;Jian-Jia Chen;Katharina Morik;Bjorn Brandenburg;;;;;;;;;;Efficiently Approximating the Worst-Cose Deadline Failure Probability under EDF;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSs;2021;Ming Hu;Jiepin ding;Min Zhang;Frederic Mallet;Mingsong Chen;;;;;;;;;;;Enumeration and Deduction Driven Co-Synthesis of CCSL Specifications Using Reinforcement Learning;timesquare;named;;case study;no;ccslsketch;named;;case study;no;;custom;;microbenchmark;;landgear;named;;case study;no;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2021;Kalyani Dole;Ashutosh Gupta;John Komp;Shankaranarayanan Krishna;Ashutosh Trivedi;;;;;;;;;;;Event-Triggered and Time-Triggerd Duration Calculus for Model-Free Reinforcement Learning;;custom;reinforcement learning;case study;;pacemaker;named;;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2021;Stephen Tang;Sergey Voronov;James H. Anderson;;;;;;;;;;;;;Extending EDF for Soft Real-Time Scheduling on Unrelated Multiprocessors;(tang);referenced;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;ernesto Massa;George Lima;Bjorn Andersson;Vinicius Petrucci;;;;;;;;;;;;Heterogeneous Quasi-Partitioned Scheduling;(baruah?);referenced;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Jingyan Jiang;Ziyue Luo;Chenghao Hu;Zhaoliang He;Zhi Wang;Shutao Xia;Chuan Wu;;;;;;;;;Joint Model and Data Adaptation for Cloud Inference Serving;;custom;distributed computing;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Zhe Jiang;Xiaotian Dai;Neil Audsley;;;;;;;;;;;;;HIART-MCS: High Resilience and Approximated Computing Architecture for Imprecise Mixed-Criticality Systems;uunifast;named;;taskset generator;no;;custom;automotive;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Chenchen Fu;XiaoXing Qiu;Zelin Yun;Song Han;Weiwei Wu;Chun Jason Xue;;;;;;;;;;Keep Fresh: Real-Time Data Retrival with Speed Adaptation in Mobile Cyber-Physical Systems;;custom;;data stream generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Yaswanth Yadlapalli;Cong Liu;;;;;;;;;;;;;;LAG-based Analysis Techniques for Scheduling Multiprocessor Hard Real-Time Sporadic DAGs;erdos-renyi;named;;dag generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Woosung Kang;Kilho Lee;Jinkyu Lee;Insik Shin;Hoon Sung Chwa;;;;;;;;;;;LaLaRAND: Flexible Layer-by-Layer CPU/GPU Scheduling for Real-Time DNN Tasks;;custom;neural network;case study;;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Sergey Bozhko;Georg von der Bruggen;Bjorn Brandenburg;;;;;;;;;;;;;Monte Carlo Response-Time Analysis;dirichlet-rescale;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2021;Pontus Ekberg;Sanjoy Baruah;;;;;;;;;;;;;;Partitioned Scheduling of Recurrent Real-Time Tasks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Dionisio de Niz;Bjorn Andersson;Hyoseung Kim;Mark Klein;John Lehoczky;;;;;;;;;;;Resilient Mixed-Trust Scheduling;;custom;;taskset generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Niklas Ueter;Mario Gunzel;Jian-Jia Chen;;;;;;;;;;;;;Response-Time Analysis and Optimization for Probabilistic Conditional Parallel DAG Tasks;uunifast;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Alban Gruin;Thomas Carle;Hugues Casse;Christine Rochange;;;;;;;;;;;;Speculative Execution and Timing Predictability in an Open Source RISC-V Core;taclebench;named;;benchmark;no;coremark;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Zhe Wang;Kunal Agrawal;Jeremy T. Fineman;;;;;;;;;;;;;Sub-Linear Overhead in Static Schedules for Fault-Tolerant Transmission;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Mario Gunzel;Niklas Ueter;Jian-Jia Chen;;;;;;;;;;;;;Suspension-Aware Fixed-Priority Schedulability Test with Arbitrary Deadlines and Arrival Curves;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Xingwu Liu;Zizhao Chen;Xin Han;Zhenyu Sun;Zhishan Guo;;;;;;;;;;;Tighter Bounds of Speedup Factor of Partitioned EDF for Constrained-Deadline Sporadic Tasks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Francesco Restuccia;Alessandro Biondi;;;;;;;;;;;;;;Time-Predictable Acceleration of Deep Neural Networks on FPGA SoC Platforms;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Tanya Amert;Zelin Tong;Sergey Voronov;Joshua Bakita;F. Donelson Smith;James H. Anderson;;;;;;;;;;TimeWall: Enabling Time Partitioning for Real-Time Multicore+Accelerator Platforms;;custom;;microbenchmark;;;custom;pedestrian detection;case study;;(voronov);referenced;;dag generator;no;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2021;Claire Nord;Shai Caspin;Catherine E. Nemitz;Howard Strobe;Hamed Okhravi;James H. Anderson;Thaan Burow;Bryan Ward;;;;;;;;TORTIS: Retry-Free Software Transactional Memory for Real-Time Systems;;custom;;microbenchmark;;;custom;;data transaction generator;;;custom;shared ressource;case study;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Xu Jiang;Nan Guan;Haochun Liang;Yue Tang;Lei Qiao;Wang Yi;;;;;;;;;;Virtually-Federated Scheduling of Parallel Real-Time Tasks;cp-tasks;named;;dag generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2021;Sena Hounsinou;Mark Stidd;Uchenna Ezeobi;Habeeb Olufowobi;Mitra Nasri;Gedare Bloom;;;;;;;;;;Vulnerability of Controller Area Network to Schedule-Based Attacks;;custom;;can message generator;;hksecurity;referenced;can;case study;no;;custom;;case study;;tindell sae;named;;benchmark;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Wenyuan Shao;Bite Ye;Huachuan Wang;Gabriel Parmer;Yuxin Ren;;;;;;;;;;;Edge-RT: OS Support for Controlled Latency in the Multi-Tenant, Real-Time Edge;memblaster;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Mingsong Lv;Xuemei Peng;Wenjing Xie;Nan Guan;;;;;;;;;;;;Task Allocation fo Real-Time Earth Observation Service with LEO Satellites;;custom;aerospace;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Xu Jiang;Dong Ji;Nan Guan;Ruoxiang Li;Yue Tang;Yi Wang;;;;;;;;;;Real-Time Scheduling and Analysis of Processing Chains on Multi-Threaded Executor in ROS 2;uunifast-discard;extended;;taskset generator;no;picas;named;ros2;case study;no;ros2_tracing;named;ros2;case study;no;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2022;Ruoxiang Li;Nan Guan;Xu Jiang;Zhishan Guo;Zheng Dong;Mingsong Lv;;;;;;;;;;Worst-Case Time Disparity Analysis of Message Synchronization in ROS;;custom;;ros2 chain generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2022;Harun Teper;Mario Gunzel;Niklas Ueter;Georg von der Bruggen;Jian-Jia Chen;;;;;;;;;;;End-To-End Timing Analysis in ROS2;;custom;ros2;case study;;;custom;automotive;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2022;Daniel Casini;;;;;;;;;;;;;;;A Theoretical Approach to Determine the Optimal Size of a Thread Pool for Real-Time Systems;;custom;;dag generator;;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Hehuan Shi;Lin Chen;;;;;;;;;;;;;;On Batch Task Scheduling;;custom;misc;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Seongtae Lee;Seunghoon Lee;Jinkyu Lee;;;;;;;;;;;;;Response Time Analysis for Real-Time Global Gang Scheduling;(dong&liu);referenced;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Zheng Dong;Cong Liu;;;;;;;;;;;;;;A Utilization-based Test for Non-preemptive Gang tasks on Multiprocessors;;custom;;taskset generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Robert Gifford;Linh Thi Xuan Phan;;;;;;;;;;;;;;Multi-Mode on Multi-Core: Making the best of both worlds with Omni;parsec;named;;benchmark;no;splash2x;named;;benchmark;no;dis;named;;benchmark;no;isolbench;named;;benchmark;no;(gifford&phan);referenced;;taskset generator;;;custom;;microbenchmark;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Seongtae Lee;Nan Guan;Jinkyu Lee;;;;;;;;;;;;;Design and Timing Guarantee for Non-Preemptive Gang Scheduling;(dong&liu);referenced;;taskset generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Kuan-Hsun Chen;Mario Gunzel;Georg von der Bruggen;Jian-Jia Chen;;;;;;;;;;;;Critical Instant for Probabilistic Timing Guarantees: Refuted and Revisited;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2022;Filip Markovic;Thomas Nolte;Alessandro Vittorio Papadopoulos;;;;;;;;;;;;;Analytical Approximations in Probabilistic Analysis of Real-Time Systems;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2022;Mario Gunzel;Georg von der Bruggen;Kuan-Hsun Chen;Jian-Jia Chen;;;;;;;;;;;;EDF-Like Scheduling for Self-Suspending Real-Time Tasks;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2022;Sanjoy Baruah;Pontus Ekberg;Abhishek Singh;;;;;;;;;;;;;Fixed-Priority Analysis of Preemptive Uniprocessor Scheduling Problems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Kimaya Bedarkar;Mariam Vardishvili;Sergey Bozhko;Marco Maida;Bjorn Brandenburg;;;;;;;;;;;From Intuition to Coq: A Case Study in Verified Response-Time Analysis of FIFO Scheduling;prosa;named;scheduling;case study;no;rwabff;named;automotive;specification;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2022;Arpan Gujarati;Ningfeng Yang;Bjorn Brandenburg;;;;;;;;;;;;;In-ConcReTeS: Interactive Consistency meets Distributed Real-Time Systems, Again!;;custom;controller;case study;;rwabff;named;automotive;specification;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Ao Li;Marion Sudvarg;Han Liu;Zhiyuan Yu;Chris Gill;Ning Zhang;;;;;;;;;;PolyRhythm: Adaptive Tuning of a Multi-Channel Attack Template for Timing Interference;isolbench;named;;benchmark;no;cortexsuite;named;;benchmark;no;stress-ng;named;;benchmark;no;orb-slam;named;;case study;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Mengyu Liu;Lin Zhang;Pengyuan Lu;Kaustubh Sridhar;Fanxin Kong;Oleg Sokolsky;Insup Lee;;;;;;;;;Fail-Safe: Securing Cyber-Physical Systems against Hidden Sensor Attacks;;custom;controller;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2022;Andrea Nota;Selma Saidi;Dennis Overbeck;Fabian Kurtz;Christian Wietfeld;;;;;;;;;;;Context-based Latency Guarantees Considering Channel Degradation in 5G Network Slicing;;custom;;microbenchmark;;;custom;5g networking;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Jongwoo Han;Chang-gun Lee;Sanjoy Baruah;;;;;;;;;;;;;Improved Results for Guaranteeing Safety Despite Physical Errors in CPS’s;;custom;;dag generator;;autoware;named;automotive;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Vinod Nigade;Pablo Bauszat;Henri Bal;Lin Wang;;;;;;;;;;;;Jellyfish: Timely Inference Serving for Dynamic Edge Networks;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2022;Mingoo Ji;Saehanseul Yi;Changjin Koo;Sol Ahn;Dongjoo Seo;Nikil Dutt;Jong-Chan Kim;;;;;;;;;Demand Layering for real-time DNN Inference with Minimized Memory Usage;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Liangkai Liu;Zheng Dong;Yanzhi Wang;Weisong Shi;;;;;;;;;;;;Prophet: realizing a Predictable Real-Time Perception Pipeline for Autonomous Vehicles;;custom;autonomous vehicle;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Donghwa Kang;Seinghoon Lee;Hoon Sung Chwa;Seung-Hwan Bae;Chang Mook Kang;Jinkyu Lee;Hyeongboo Baek;;;;;;;;;RT-MOT: Confidence-Aware Real-Time Scheduling Framework for Multi-Object Tracking Tasks;;custom;object tracking;case study;;waymo;named;;dataset;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Tianming Zho;Wei Li;Albert Y. Zomaya;;;;;;;;;;;;;Real-Time Scheduling with Predictions;;custom;;misc generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2022;Jiale Chen;Xiaoqiang wu;Debayan Roy;Hui Chen;Ping Xiang;Wenzhuo Zhang;Yuhang feng;Wanli Chang;;;;;;;;Latency-driven Optimization of Switching Pipeline Design in Network Chips;;custom;networking;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Shahin Roozkhosh;Denis Hoornaert;Renato Mancuso;;;;;;;;;;;;;CAESAR: Coherence-Aided Elective and Seamless Alternative Routing via on-chip FPGA;isolbench;named;;benchmark;no;sdvbs;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Joshua Bakita;James H. Anderson;;;;;;;;;;;;;;Enabling GPU Memory Oversubscription via Transparent Paging to an NVMe SSD;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;FALSE;
RTSS;2022;Tyler Yandrofski;Jingyuan Chen;Nathan Otterness;James H. Anderson;F. Donelson Smith;;;;;;;;;;;Making Powerful Enemies on Nvidia GPUs;cuda samples;named;gpu;benchmark;no;cuda imaging samples;named;gpu;benchmark;no;fasthog;named;;benchmark;no;tango dnn suite;named;;benchmark;no;;custom;;microbenchmark;;;;;;;;;;;;FALSE;FALSE;FALSE;
